,index,campaign,sample_ID,date_time,weight_g,T_C,RH,Area_m2,Patm,TIME_COL2,delta_time,raw_data,smooth_data,Work_on_smooth,gmin,raw_slope,d_gmin,Peaks
717,717,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:20,6.444037854891196,26.555,60.9525,0.057141826,101.325,2020-10-22 11:20:00,2868.0,6.467862,6.444037854891196,yes,0.13766493876001928,-0.00011493330776627643,None,[508.]
718,718,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:24,6.443699902448569,26.5425,60.7275,0.057141826,101.325,2020-10-22 11:24:00,2872.0,6.518985,6.443699902448569,yes,0.13703353303383517,-0.00011498017053488333,None,[508.]
719,719,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:28,6.4433743687254585,26.485,60.69,0.057141826,101.325,2020-10-22 11:28:00,2876.0,6.4044,6.4433743687254585,yes,0.13742911683584003,-0.00011502937820451217,None,[508.]
720,720,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:32,6.4430559790770845,26.5375,60.6475,0.057141826,101.325,2020-10-22 11:32:00,2880.0,6.407926,6.4430559790770845,yes,0.13691534909531083,-0.00011508091070213206,None,[508.]
721,721,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:36,6.4427393931736825,26.545,61.1925,0.057141826,101.325,2020-10-22 11:36:00,2884.0,6.393823,6.4427393931736825,yes,0.13884132871183416,-0.00011513472582029475,None,[508.]
722,722,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:40,6.442417332776923,26.57,60.895,0.057141826,101.325,2020-10-22 11:40:00,2888.0,6.425554,6.442417332776923,yes,0.13764800548411646,-0.00011519075852744385,None,[508.]
723,723,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:44,6.442085073859466,26.6025,60.9325,0.057141826,101.325,2020-10-22 11:44:00,2892.0,6.517222,6.442085073859466,yes,0.137584471795028,-0.00011524892116583735,None,[508.]
724,724,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:48,6.441741145757708,26.575,60.8825,0.057141826,101.325,2020-10-22 11:48:00,2896.0,6.462574,6.441741145757708,yes,0.13770458282040332,-0.00011530910473389387,None,[508.]
725,725,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:52,6.441387406262794,26.5325,61.25,0.057141826,101.325,2020-10-22 11:52:00,2900.0,6.44142,6.441387406262794,yes,0.1394361974807588,-0.00011537118053329283,None,[508.]
726,726,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 11:56,6.441025713517384,26.58,61.3175,0.057141826,101.325,2020-10-22 11:56:00,2904.0,6.489016,6.441025713517384,yes,0.1393638641844105,-0.00011543500191542861,None,[508.]
727,727,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:00,6.440657661310353,26.545,61.4975,0.057141826,101.325,2020-10-22 12:00:00,2908.0,6.437894,6.440657661310353,yes,0.14038563671852403,-0.00011550040559550848,None,[508.]
728,728,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:04,6.440282011501424,26.54,60.9525,0.057141826,101.325,2020-10-22 12:04:00,2912.0,6.436131,6.440282011501424,yes,0.13854734905142313,-0.00011556721282531817,None,[508.]
729,729,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:08,6.43989751264218,26.5825,61.135,0.057141826,101.325,2020-10-22 12:08:00,2916.0,6.407926,6.43989751264218,yes,0.13892946279317403,-0.00011563523039831616,None,[508.]
730,730,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:12,6.439505906804413,26.645,61.125,0.057141826,101.325,2020-10-22 12:12:00,2920.0,6.462574,6.439505906804413,yes,0.1384629668980828,-0.00011570425199247122,None,[508.]
731,731,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:16,6.439110725906556,26.595,61.075,0.057141826,101.325,2020-10-22 12:16:00,2924.0,6.464337,6.439110725906556,yes,0.13877901828800554,-0.00011577405933398996,None,[508.]
732,732,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:20,6.43871579831443,26.385,61.15,0.057141826,101.325,2020-10-22 12:20:00,2928.0,6.480202,6.43871579831443,yes,0.1408748692900006,-0.00011584442307594525,None,[508.]
733,733,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:24,6.438242695954907,26.5375,60.92,0.057141826,101.325,2020-10-22 12:24:00,2932.0,6.450234,6.438242695954907,yes,0.13886942774557626,-0.00011591510295655754,None,[508.]
734,734,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:28,6.437756254987376,26.5275,60.9125,0.057141826,101.325,2020-10-22 12:28:00,2936.0,6.427317,6.437756254987376,yes,0.13900990981803962,-0.00011598585403739721,None,[508.]
735,735,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:32,6.437256806972643,26.5575,61.045,0.057141826,101.325,2020-10-22 12:32:00,2940.0,6.437894,6.437256806972643,yes,0.1393196369712586,-0.00011605643393646821,None,[508.]
736,736,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:36,6.436747300076284,26.52,60.725,0.057141826,101.325,2020-10-22 12:36:00,2944.0,6.39206,6.436747300076284,yes,0.1385757605159086,-0.00011612660493793661,None,[508.]
737,737,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:40,6.436230367781369,26.5025,61.125,0.057141826,101.325,2020-10-22 12:40:00,2948.0,6.434368,6.436230367781369,yes,0.14023087230491493,-0.00011619613573642909,None,[508.]
738,738,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:44,6.435707953615669,26.4925,60.97,0.057141826,101.325,2020-10-22 12:44:00,2952.0,6.464337,6.435707953615669,yes,0.1398394096980821,-0.00011626480284783683,None,[508.]
739,739,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:48,6.435181224880364,26.5175,61.195,0.057141826,101.325,2020-10-22 12:48:00,2956.0,6.422029,6.435181224880364,yes,0.14052353751419155,-0.00011633239154321614,None,[508.]
740,740,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:52,6.434650712113591,26.585,61.285,0.057141826,101.325,2020-10-22 12:52:00,2960.0,6.44142,6.434650712113591,yes,0.1403677609494511,-0.00011639869664007204,None,[508.]
741,741,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 12:56,6.434116717215222,26.525,61.34,0.057141826,101.325,2020-10-22 12:56:00,2964.0,6.436131,6.434116717215222,yes,0.14114681147692273,-0.00011646352306113717,None,[508.]
742,742,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:00,6.433579387469847,26.515,61.4225,0.057141826,101.325,2020-10-22 13:00:00,2968.0,6.474914,6.433579387469847,yes,0.14160930588550588,-0.00011652668641424909,None,[508.]
743,743,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:04,6.433038755370091,26.54,61.4125,0.057141826,101.325,2020-10-22 13:04:00,2972.0,6.342701,6.433038755370091,yes,0.14143733824284427,-0.00011658801346101688,None,[508.]
744,744,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:08,6.432494722507555,26.5325,61.5075,0.057141826,101.325,2020-10-22 13:08:00,2976.0,6.372669,6.432494722507555,yes,0.14192164360188414,-0.00011664734263806704,None,[508.]
745,745,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:12,6.4319473310454285,26.59,61.4375,0.057141826,101.325,2020-10-22 13:12:00,2980.0,6.443183,6.4319473310454285,yes,0.1412512678786867,-0.00011670452452836371,None,[508.]
746,746,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:16,6.431396792427059,26.49,61.31,0.057141826,101.325,2020-10-22 13:16:00,2984.0,6.450234,6.431396792427059,yes,0.14168943392279867,-0.00011675942238509948,None,[508.]
747,747,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:20,6.430843263421767,26.545,61.225,0.057141826,101.325,2020-10-22 13:20:00,2988.0,6.381483,6.430843263421767,yes,0.14098192123657508,-0.00011681191259753311,None,[508.]
748,748,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:24,6.4302868372668796,26.435,61.3675,0.057141826,101.325,2020-10-22 13:24:00,2992.0,6.450234,6.4302868372668796,yes,0.1424889092173218,-0.00011686188516215602,None,[508.]
749,749,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:28,6.429727696482539,26.4875,61.1075,0.057141826,101.325,2020-10-22 13:28:00,2996.0,6.497831,6.429727696482539,yes,0.1411534942913814,-0.00011690924410314964,None,[508.]
750,750,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:32,6.429165927468043,26.5175,60.67,0.057141826,101.325,2020-10-22 13:32:00,3000.0,6.44142,6.429165927468043,yes,0.13938848475637491,-0.00011695390790360957,None,[508.]
751,751,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:36,6.428601449791369,26.4875,60.9425,0.057141826,101.325,2020-10-22 13:36:00,3004.0,6.42908,6.428601449791369,yes,0.14066126156597694,-0.00011699580988058592,None,[508.]
752,752,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:40,6.428034118298999,26.4125,61.075,0.057141826,101.325,2020-10-22 13:40:00,3008.0,6.481965,6.428034118298999,yes,0.14181673577948672,-0.00011703489861820783,None,[508.]
753,753,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:44,6.427463758143065,26.5,61.1525,0.057141826,101.325,2020-10-22 13:44:00,3012.0,6.446708,6.427463758143065,yes,0.14140784274056845,-0.00011707113835829119,None,[508.]
754,754,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:48,6.426890066714626,26.505,61.17,0.057141826,101.325,2020-10-22 13:48:00,3016.0,6.432606,6.426890066714626,yes,0.1414699512013198,-0.00011710450948822751,None,[508.]
755,755,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:52,6.426312670256474,26.565,61.3,0.057141826,101.325,2020-10-22 13:52:00,3020.0,6.351515,6.426312670256474,yes,0.1414780352211055,-0.00011713500895603071,None,[508.]
756,756,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 13:56,6.425731225484333,26.5575,61.41,0.057141826,101.325,2020-10-22 13:56:00,3024.0,6.355041,6.425731225484333,yes,0.14197789457649443,-0.00011716265086571056,None,[508.]
757,757,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:00,6.4251455700530276,26.5475,61.1275,0.057141826,101.325,2020-10-22 14:00:00,3028.0,6.411452,6.4251455700530276,yes,0.14105953045624509,-0.00011718746703384895,None,[508.]
758,758,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:04,6.424555728964379,26.3525,62.765,0.057141826,101.325,2020-10-22 14:04:00,3032.0,6.36738,6.424555728964379,yes,0.1490042427050955,-0.00011720950769998207,None,[508.]
759,759,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:08,6.423961845874919,26.5275,61.7425,0.057141826,101.325,2020-10-22 14:08:00,3036.0,6.450234,6.423961845874919,yes,0.1435477929763737,-0.00011722884211772993,None,[508.]
760,760,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:12,6.4233641881002645,26.7025,61.55,0.057141826,101.325,2020-10-22 14:12:00,3040.0,6.423791,6.4233641881002645,yes,0.14137607879606337,-0.00011724555923422293,None,[508.]
761,761,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:16,6.422762952863244,26.705,61.14,0.057141826,101.325,2020-10-22 14:16:00,3044.0,6.448471,6.422762952863244,yes,0.1398807092230668,-0.00011725976829791237,None,[508.]
762,762,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:20,6.422158280453696,26.5375,61.105,0.057141826,101.325,2020-10-22 14:20:00,3048.0,6.443183,6.422158280453696,yes,0.14116279482686683,-0.0001172715994336585,None,[508.]
763,763,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:24,6.421550190931265,26.3375,61.575,0.057141826,101.325,2020-10-22 14:24:00,3052.0,6.413214,6.421550190931265,yes,0.144606696272497,-0.00011728120418702001,None,[508.]
764,764,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:28,6.420938608738182,26.41,61.5225,0.057141826,101.325,2020-10-22 14:28:00,3056.0,6.393823,6.420938608738182,yes,0.14379860645688763,-0.00011728875607863494,None,[508.]
765,765,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:32,6.420323501780269,26.535,61.1225,0.057141826,101.325,2020-10-22 14:32:00,3060.0,6.342701,6.420323501780269,yes,0.14127479152540676,-0.00011729445114255678,None,[508.]
766,766,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:36,6.419704988102252,26.47,61.1025,0.057141826,101.325,2020-10-22 14:36:00,3064.0,6.459048,6.419704988102252,yes,0.1417523169470454,-0.00011729850848463083,None,[508.]
767,767,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:40,6.419083313271962,26.415,59.0875,0.057141826,101.325,2020-10-22 14:40:00,3068.0,6.451997,6.419083313271962,yes,0.13521430237580426,-0.00011730117082778618,None,[508.]
768,768,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:44,6.418458573840676,26.3675,61.055,0.057141826,101.325,2020-10-22 14:44:00,3072.0,6.451997,6.418458573840676,yes,0.14244814541674503,-0.00011730270505154591,None,[508.]
769,769,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:48,6.417830662012802,26.495,61.2275,0.057141826,101.325,2020-10-22 14:48:00,3076.0,6.353278,6.417830662012802,yes,0.14200456213904394,-0.00011730340266259008,None,[508.]
770,770,branch_vs_leaf_4,B22_LITU_BL_09,22/10/2020 14:52,6.417199347437308,26.5975,61.415,0.057141826,101.325,2020-10-22 14:52:00,3080.0,6.388535,6.417199347437308,yes,0.14183038166981857,-0.00011730349148547223,None,[508.]
771,0,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:28,3.2683683824634664,26.005,62.6275,0.0351,101.325,2020-10-20 11:28:00,0.0,3.309324,3.2683683824634664,yes,1.41571176025181,-0.0006725476886850726,None,[508.]
772,1,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:32,3.265442779410949,26.005,62.6275,0.0351,101.325,2020-10-20 11:32:00,4.000000000000001,3.362415,3.265442779410949,yes,1.415658352536805,-0.0006725223168288141,None,[508.]
773,2,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:36,3.262526156165002,26.0325,62.8575,0.0351,101.325,2020-10-20 11:36:00,8.000000000000002,3.256233,3.262526156165002,yes,1.4219347311243862,-0.0006724462200923092,None,[508.]
774,3,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:40,3.259618456603729,26.0025,62.765,0.0351,101.325,2020-10-20 11:40:00,12.0,3.238536,3.259618456603729,yes,1.4206687879783637,-0.0006723194542806618,None,[508.]
775,4,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:44,3.2567196411766424,25.9375,62.92,0.0351,101.325,2020-10-20 11:44:00,16.000000000000004,3.256233,3.2567196411766424,yes,1.4317601166228842,-0.0006721421107908919,None,[508.]
776,5,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:48,3.253829760393475,25.9425,62.615,0.0351,101.325,2020-10-20 11:48:00,20.0,3.238536,3.253829760393475,yes,1.4191754912075933,-0.0006719143152623462,None,[508.]
777,6,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:52,3.250948899678069,25.9675,62.5725,0.0351,101.325,2020-10-20 11:52:00,24.0,3.27393,3.250948899678069,yes,1.4148699519016452,-0.000671636226273094,None,[508.]
778,7,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 11:56,3.248077179347153,25.9525,62.5775,0.0351,101.325,2020-10-20 11:56:00,28.0,3.27393,3.248077179347153,yes,1.415631055468079,-0.0006713080340373955,None,[508.]
779,8,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:00,3.245214617002057,25.99,62.595,0.0351,101.325,2020-10-20 12:00:00,32.00000000000001,3.238536,3.245214617002057,yes,1.4123395771299105,-0.000670929959142131,None,[508.]
780,9,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:04,3.2423611067534472,26.0125,62.6525,0.0351,101.325,2020-10-20 12:04:00,36.0,3.256233,3.2423611067534472,yes,1.4117206824473818,-0.0006705022512804441,None,[508.]
781,10,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:08,3.239516513617766,25.9425,63.0225,0.0351,101.325,2020-10-20 12:08:00,40.0,3.27393,3.239516513617766,yes,1.4307810418953297,-0.0006700251880512465,None,[508.]
782,11,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:12,3.2366806087040145,25.9325,63.075,0.0351,101.325,2020-10-20 12:12:00,44.0,3.238536,3.2366806087040145,yes,1.432542939998642,-0.0006694990737841464,None,[508.]
783,12,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:16,3.2338530083054726,25.9975,62.855,0.0351,101.325,2020-10-20 12:16:00,48.0,3.238536,3.2338530083054726,yes,1.4173408993474066,-0.0006689242384502805,None,[508.]
784,13,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:20,3.2310332546321754,26.005,62.875,0.0351,101.325,2020-10-20 12:20:00,52.0,3.256233,3.2310332546321754,yes,1.4161510485329727,-0.0006683010366262036,None,[508.]
785,14,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:24,3.228220811578959,25.985,62.9175,0.0351,101.325,2020-10-20 12:24:00,56.0,3.203142,3.228220811578959,yes,1.4180370683053583,-0.0006676298465803101,None,[508.]
786,15,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:28,3.225415030000548,25.98,62.8325,0.0351,101.325,2020-10-20 12:28:00,60.0,3.238536,3.225415030000548,yes,1.4136915690459344,-0.0006669110694448693,None,[508.]
787,16,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:32,3.2226152605101324,26.03,62.895,0.0351,101.325,2020-10-20 12:32:00,64.00000000000001,3.185445,3.2226152605101324,yes,1.4102439916478877,-0.0006661451285369698,None,[508.]
788,17,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:36,3.219820805316191,25.8575,63.0325,0.0351,101.325,2020-10-20 12:36:00,68.00000000000001,3.238536,3.219820805316191,yes,1.4283569498100805,-0.0006653324687923215,None,[508.]
789,18,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:40,3.217030998150206,25.825,63.12,0.0351,101.325,2020-10-20 12:40:00,72.0,3.132355,3.217030998150206,yes,1.4326690506516893,-0.0006644735563598293,None,[508.]
790,19,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:44,3.2142451141092394,25.93,62.905,0.0351,101.325,2020-10-20 12:44:00,76.0,3.203142,3.2142451141092394,yes,1.4135574165109808,-0.0006635688783156763,None,[508.]
791,20,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:48,3.2114624860098084,25.91,62.8775,0.0351,101.325,2020-10-20 12:48:00,80.0,3.203142,3.2114624860098084,yes,1.4121690028870668,-0.0006626189425393413,None,[508.]
792,21,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:52,3.208682473826162,25.905,62.835,0.0351,101.325,2020-10-20 12:52:00,84.0,3.220839,3.208682473826162,yes,1.4088561653020062,-0.0006616242777099488,None,[508.]
793,22,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 12:56,3.2059044178612255,25.91,62.88,0.0351,101.325,2020-10-20 12:56:00,88.0,3.167748,3.2059044178612255,yes,1.4079300185896262,-0.0006605854334570494,None,[508.]
794,23,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:00,3.2031275966660755,25.9975,62.89,0.0351,101.325,2020-10-20 13:00:00,92.0,3.167748,3.2031275966660755,yes,1.3986967237427346,-0.0006595029806193504,None,[508.]
795,24,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:04,3.200351370334674,26.0425,62.8325,0.0351,101.325,2020-10-20 13:04:00,96.0,3.096961,3.200351370334674,yes,1.390421536779777,-0.0006583775116669596,None,[508.]
796,25,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:08,3.19757523097009,25.98,62.9075,0.0351,101.325,2020-10-20 13:08:00,100.0,3.203142,3.19757523097009,yes,1.3959437308913423,-0.000657209641229899,None,[508.]
797,26,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:12,3.194798768041998,25.985,63.0825,0.0351,101.325,2020-10-20 13:12:00,104.0,3.220839,3.194798768041998,yes,1.3995628489201617,-0.0006560000067809635,None,[508.]
798,27,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:16,3.192021544669149,25.9475,63.115,0.0351,101.325,2020-10-20 13:16:00,108.0,3.185445,3.192021544669149,yes,1.4012497429177975,-0.000654749269382581,None,[508.]
799,28,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:20,3.189243010272721,25.8325,63.0825,0.0351,101.325,2020-10-20 13:20:00,112.0,3.203142,3.189243010272721,yes,1.4068586736828308,-0.0006534581145699063,None,[508.]
800,29,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:24,3.186462585265535,25.955,62.97,0.0351,101.325,2020-10-20 13:24:00,116.0,3.150051,3.186462585265535,yes,1.3895527404710635,-0.0006521272532922338,None,[508.]
801,30,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:28,3.1836796775291827,25.8675,63.2725,0.0351,101.325,2020-10-20 13:28:00,120.0,3.150051,3.1836796775291827,yes,1.4053586089306822,-0.0006507574230228783,None,[508.]
802,31,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:32,3.180893972098064,25.8775,63.2325,0.0351,101.325,2020-10-20 13:32:00,124.00000000000001,3.150051,3.180893972098064,yes,1.3999580701630048,-0.0006493493889316467,None,[508.]
803,32,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:36,3.1781057141842495,25.97,63.11,0.0351,101.325,2020-10-20 13:36:00,128.00000000000003,3.167748,3.1781057141842495,yes,1.3845561371947392,-0.0006479039452169382,None,[508.]
804,33,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:40,3.1753160869413724,25.99,62.9225,0.0351,101.325,2020-10-20 13:40:00,132.00000000000003,3.150051,3.1753160869413724,yes,1.3727682695289334,-0.000646421916401091,None,[508.]
805,34,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:44,3.1725277966019396,25.9475,63.1225,0.0351,101.325,2020-10-20 13:44:00,136.00000000000003,3.167748,3.1725277966019396,yes,1.3804606036365006,-0.0006449041586043522,None,[508.]
806,35,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:48,3.1697461513826446,25.9075,63.04,0.0351,101.325,2020-10-20 13:48:00,140.0,3.150051,3.1697461513826446,yes,1.377339801919285,-0.0006433515604585047,None,[508.]
807,36,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:52,3.1669803354470187,25.93,62.8475,0.0351,101.325,2020-10-20 13:52:00,144.0,3.185445,3.1669803354470187,yes,1.364994289710358,-0.0006417650434736392,None,[508.]
808,37,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 13:56,3.16424424179185,25.83,63.1225,0.0351,101.325,2020-10-20 13:56:00,148.0,3.150051,3.16424424179185,yes,1.3798979276033119,-0.0006401455611980347,None,[508.]
809,38,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:00,3.161553488365159,25.91,62.81,0.0351,101.325,2020-10-20 14:00:00,152.0,3.132355,3.161553488365159,yes,1.3582845201198497,-0.0006384940966240476,None,[508.]
810,39,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:04,3.158993329736346,25.9475,62.62,0.0351,101.325,2020-10-20 14:04:00,156.0,3.150051,3.158993329736346,yes,1.344813372580977,-0.000636811657188438,None,[508.]
811,40,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:08,3.156457826733361,25.9625,62.895,0.0351,101.325,2020-10-20 14:08:00,160.0,3.150051,3.156457826733361,yes,1.3499312931523308,-0.0006350992617875418,None,[508.]
812,41,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:12,3.153950518060801,25.875,63.1075,0.0351,101.325,2020-10-20 14:12:00,164.0,3.220839,3.153950518060801,yes,1.3610575630987647,-0.0006333579294040462,None,[508.]
813,42,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:16,3.1514748731302724,25.9075,63.06,0.0351,101.325,2020-10-20 14:16:00,168.0,3.167748,3.1514748731302724,yes,1.3528889365949504,-0.0006315886760032139,None,[508.]
814,43,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:20,3.1490344338506184,25.95,62.945,0.0351,101.325,2020-10-20 14:20:00,172.0,3.220839,3.1490344338506184,yes,1.3414557340963533,-0.0006297925108250886,None,[508.]
815,44,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:24,3.146632679626369,25.98,62.565,0.0351,101.325,2020-10-20 14:24:00,176.0,3.132355,3.146632679626369,yes,1.3216347534826256,-0.0006279704321984735,None,[508.]
816,45,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:28,3.1442719169709785,25.8775,63.155,0.0351,101.325,2020-10-20 14:28:00,180.0,3.167748,3.1442719169709785,yes,1.3470449346856328,-0.0006261234227459051,None,[508.]
817,46,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:32,3.141952814017293,25.91,62.8275,0.0351,101.325,2020-10-20 14:32:00,184.0,3.203142,3.141952814017293,yes,1.3286130830984835,-0.0006242524442175992,None,[508.]
818,47,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:36,3.1396733523764047,25.8125,63.2025,0.0351,101.325,2020-10-20 14:36:00,188.0,3.150051,3.1396733523764047,yes,1.3458754082943034,-0.0006223584320143567,None,[508.]
819,48,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:40,3.137427094344576,25.93,62.84,0.0351,101.325,2020-10-20 14:40:00,192.0,3.185445,3.137427094344576,yes,1.3193757772663854,-0.0006204422899345802,None,[508.]
820,49,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:44,3.1352055026248187,25.9325,62.8525,0.0351,101.325,2020-10-20 14:44:00,196.0,3.132355,3.1352055026248187,yes,1.3155026133125398,-0.000618504885496104,None,[508.]
821,50,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:48,3.1330005603615985,25.8725,63.0075,0.0351,101.325,2020-10-20 14:48:00,200.0,3.132355,3.1330005603615985,yes,1.3215469024804705,-0.0006165470466056469,None,[508.]
822,51,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:52,3.130805256674565,25.97,62.7775,0.0351,101.325,2020-10-20 14:52:00,204.0,3.150051,3.130805256674565,yes,1.3015897095018911,-0.0006145695594046126,None,[508.]
823,52,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 14:56,3.128612549348724,25.92,62.7875,0.0351,101.325,2020-10-20 14:56:00,208.0,3.114658,3.128612549348724,yes,1.3015790329122887,-0.0006125731675123709,None,[508.]
824,53,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 15:00,3.1264167765450153,25.9675,62.6575,0.0351,101.325,2020-10-20 15:00:00,212.0,3.132355,3.1264167765450153,yes,1.2891313591280533,-0.0006105585722054768,None,[508.]
825,54,branch_vs_leaf_4,B17_LITU_BL_11,20/10/2020 15:04,3.1242151064868886,25.865,62.7225,0.0351,101.325,2020-10-20 15:04:00,216.0,3.114658,3.1242151064868886,yes,1.2949611607673528,-0.0006085264338494625,None,[508.]
