,index,campaign,sample_ID,date_time,weight_g,T_C,RH,Area_m2,Patm,TIME_COL2,delta_time,raw_data,smooth_data,Work_on_smooth,gmin,raw_slope,d_gmin,Peaks
263,263,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:04,6.777118037914202,25.8275,63.435,0.057141826,101.325,2020-10-21 05:04:00,1052.0000000000002,6.799276,6.777118037914202,yes,0.7272483338127662,-0.0005445038047510286,None,[508.]
264,264,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:08,6.774831723849501,25.7525,63.785,0.057141826,101.325,2020-10-21 05:08:00,1056.0000000000002,6.793988,6.774831723849501,yes,0.7303796900820183,-0.0005391980924629153,None,[508.]
265,265,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:12,6.772527466655463,25.9,63.21,0.057141826,101.325,2020-10-21 05:12:00,1060.0000000000002,6.742866,6.772527466655463,yes,0.7056866815602594,-0.0005339124195293292,None,[508.]
266,266,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:16,6.770207692749028,25.8225,63.3225,0.057141826,101.325,2020-10-21 05:16:00,1064.0000000000002,6.737577,6.770207692749028,yes,0.7041127784535206,-0.0005286462575270468,None,[508.]
267,267,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:20,6.767874910890919,25.8875,63.0525,0.057141826,101.325,2020-10-21 05:20:00,1068.0000000000002,6.771071,6.767874910890919,yes,0.6893550024044787,-0.000523399106257644,None,[508.]
268,268,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:24,6.765533130940688,25.7975,63.35,0.057141826,101.325,2020-10-21 05:24:00,1072.0000000000002,6.816905,6.765533130940688,yes,0.6917075969976951,-0.0005181704993816902,None,[508.]
269,269,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:28,6.763187015461122,25.9175,62.95,0.057141826,101.325,2020-10-21 05:28:00,1076.0000000000002,6.742866,6.763187015461122,yes,0.6725341999603038,-0.0005129600095573543,None,[508.]
270,270,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:32,6.760840890398541,25.89,63.18,0.057141826,101.325,2020-10-21 05:32:00,1080.0000000000002,6.797514,6.760840890398541,yes,0.6709825864123253,-0.0005077672528315761,None,[508.]
271,271,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:36,6.758497011233525,25.855,63.395,0.057141826,101.325,2020-10-21 05:36:00,1084.0000000000002,6.793988,6.758497011233525,yes,0.6694387819435467,-0.0005025918923449274,None,[508.]
272,272,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:40,6.756157166468531,25.7775,63.5725,0.057141826,101.325,2020-10-21 05:40:00,1088.0000000000002,6.769308,6.756157166468531,yes,0.6688786792101998,-0.0004974336414506194,None,[508.]
273,273,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:44,6.753825119377465,25.7225,63.65,0.057141826,101.325,2020-10-21 05:44:00,1092.0000000000002,6.748154,6.753825119377465,yes,0.6655555392154499,-0.0004922922665507868,None,[508.]
274,274,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:48,6.751506015923372,25.79,63.5675,0.057141826,101.325,2020-10-21 05:48:00,1096.0,6.788699,6.751506015923372,yes,0.6544965970798884,-0.00048716758942311957,None,[508.]
275,275,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:52,6.749203165113948,25.81,63.4025,0.057141826,101.325,2020-10-21 05:52:00,1100.0,6.719949,6.749203165113948,yes,0.6439460993883278,-0.0004820594888825475,None,[508.]
276,276,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 05:56,6.746916819388316,25.7475,63.66,0.057141826,101.325,2020-10-21 05:56:00,1104.0,6.727,6.746916819388316,yes,0.644054365234574,-0.0004769679016934858,None,[508.]
277,277,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:00,6.744645752006237,25.8575,63.3575,0.057141826,101.325,2020-10-21 06:00:00,1108.0,6.771071,6.744645752006237,yes,0.6278116838838488,-0.00047189282325185006,None,[508.]
278,278,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:04,6.7423894436782605,25.91,63.1075,0.057141826,101.325,2020-10-21 06:04:00,1112.0,6.728763,6.7423894436782605,yes,0.6149470534246826,-0.0004668343082666359,None,[508.]
279,279,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:08,6.740147439895871,25.8875,63.2975,0.057141826,101.325,2020-10-21 06:08:00,1116.0,6.732289,6.740147439895871,yes,0.6122745584456252,-0.0004617924716412994,None,[508.]
280,280,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:12,6.7379209439721635,25.805,63.72,0.057141826,101.325,2020-10-21 06:12:00,1120.0,6.753443,6.7379209439721635,yes,0.615683648608173,-0.00045676748934932914,None,[508.]
281,281,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:16,6.735712236501788,25.8375,63.3125,0.057141826,101.325,2020-10-21 06:16:00,1124.0,6.652961,6.735712236501788,yes,0.6010047262088798,-0.00045175959931399745,None,[508.]
282,282,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:20,6.733524348941532,25.8175,63.2125,0.057141826,101.325,2020-10-21 06:20:00,1128.0,6.70232,6.733524348941532,yes,0.5934567112371725,-0.0004467691019223968,None,[508.]
283,283,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:24,6.731362062002167,25.8675,63.1575,0.057141826,101.325,2020-10-21 06:24:00,1132.0,6.756968,6.731362062002167,yes,0.5842321314831791,-0.00044179636018065374,None,[508.]
284,284,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:28,6.729228668129988,25.7825,63.3425,0.057141826,101.325,2020-10-21 06:28:00,1136.0,6.735814,6.729228668129988,yes,0.583543816869133,-0.0004368417991555161,None,[508.]
285,285,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:32,6.727124795008352,25.825,63.19,0.057141826,101.325,2020-10-21 06:32:00,1140.0,6.758731,6.727124795008352,yes,0.5731066072768831,-0.00043190590483600994,None,[508.]
286,286,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:36,6.725050544555518,25.8325,63.195,0.057141826,101.325,2020-10-21 06:36:00,1144.0,6.718186,6.725050544555518,yes,0.5664063244889714,-0.00042698922259270394,None,[508.]
287,287,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:40,6.723007747800356,25.835,63.2425,0.057141826,101.325,2020-10-21 06:40:00,1148.0,6.75168,6.723007747800356,yes,0.5605506105028193,-0.0004220923556420755,None,[508.]
288,288,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:44,6.720996800670731,25.8625,63.235,0.057141826,101.325,2020-10-21 06:44:00,1152.0,6.746391,6.720996800670731,yes,0.553054718154735,-0.00041721596326990863,None,[508.]
289,289,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:48,6.719017951910744,25.9175,63.15,0.057141826,101.325,2020-10-21 06:48:00,1156.0,6.719949,6.719017951910744,yes,0.5435743006209913,-0.0004123607589358689,None,[508.]
290,290,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:52,6.717072655527253,25.7375,63.615,0.057141826,101.325,2020-10-21 06:52:00,1160.0,6.682929,6.717072655527253,yes,0.5499355508396385,-0.00040752750824366794,None,[508.]
291,291,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 06:56,6.715161495768076,25.8475,63.3125,0.057141826,101.325,2020-10-21 06:56:00,1164.0,6.704083,6.715161495768076,yes,0.5354411329963294,-0.0004027170268294652,None,[508.]
292,292,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:00,6.713283766567884,25.7725,63.4325,0.057141826,101.325,2020-10-21 07:00:00,1168.0,6.67764,6.713283766567884,yes,0.5331907615325041,-0.00039793017800746045,None,[508.]
293,293,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:04,6.711439211622656,25.8225,63.45,0.057141826,101.325,2020-10-21 07:04:00,1172.0,6.732289,6.711439211622656,yes,0.525493597168903,-0.000393167870473797,None,[508.]
294,294,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:08,6.7096273419008865,25.7525,63.835,0.057141826,101.325,2020-10-21 07:08:00,1176.0,6.665301,6.7096273419008865,yes,0.5268831461291337,-0.00038843105601238885,None,[508.]
295,295,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:12,6.707848338193076,25.8775,63.16,0.057141826,101.325,2020-10-21 07:12:00,1180.0,6.686455,6.707848338193076,yes,0.5071650677888725,-0.00038372072730220234,None,[508.]
296,296,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:16,6.7061028422201066,25.7825,63.505,0.057141826,101.325,2020-10-21 07:16:00,1184.0,6.668826,6.7061028422201066,yes,0.5085825032498514,-0.0003790379156782538,None,[508.]
297,297,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:20,6.704390424679097,25.8,63.6075,0.057141826,101.325,2020-10-21 07:20:00,1188.0,6.698795,6.704390424679097,yes,0.5032272595861021,-0.00037438368886247373,None,[508.]
298,298,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:24,6.702710551001831,25.7725,63.5475,0.057141826,101.325,2020-10-21 07:24:00,1192.0,6.682929,6.702710551001831,yes,0.4970071302074214,-0.00036975914860888377,None,[508.]
299,299,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:28,6.701062477145463,25.77,63.425,0.057141826,101.325,2020-10-21 07:28:00,1196.0,6.675878,6.701062477145463,yes,0.48926151186339195,-0.0003651654284574144,None,[508.]
300,300,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:32,6.699446378254759,25.8075,63.525,0.057141826,101.325,2020-10-21 07:32:00,1200.0,6.631807,6.699446378254759,yes,0.48339246202007735,-0.0003606036915220571,None,[508.]
301,301,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:36,6.697861880852899,25.8425,63.1825,0.057141826,101.325,2020-10-21 07:36:00,1204.0,6.70232,6.697861880852899,yes,0.47189630699445817,-0.00035607512835313993,None,[508.]
302,302,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:40,6.696307100298349,25.76,63.58,0.057141826,101.325,2020-10-21 07:40:00,1208.0,6.700557,6.696307100298349,yes,0.4733474464294043,-0.0003515809547458669,None,[508.]
303,303,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:44,6.694782580590252,25.74,63.5175,0.057141826,101.325,2020-10-21 07:44:00,1212.0,6.600075,6.694782580590252,yes,0.4671007536103195,-0.00034712240975881076,None,[508.]
304,304,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:48,6.693290441347395,25.8075,63.315,0.057141826,101.325,2020-10-21 07:48:00,1216.0,6.684692,6.693290441347395,yes,0.4567636579177856,-0.0003427007537642723,None,[508.]
305,305,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:52,6.691832348195743,25.7275,63.5375,0.057141826,101.325,2020-10-21 07:52:00,1220.0,6.681166,6.691832348195743,yes,0.4558415766954795,-0.00033831726631922447,None,[508.]
306,306,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 07:56,6.690408271236647,25.765,63.5025,0.057141826,101.325,2020-10-21 07:56:00,1224.0,6.707609,6.690408271236647,yes,0.44855297455518106,-0.0003339732436486784,None,[508.]
307,307,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:00,6.689016164252439,25.8075,63.4575,0.057141826,101.325,2020-10-21 08:00:00,1228.0,6.667063,6.689016164252439,yes,0.4411092584440788,-0.0003296699960392048,None,[508.]
308,308,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:04,6.68765340903043,25.8175,63.385,0.057141826,101.325,2020-10-21 08:04:00,1232.0,6.667063,6.68765340903043,yes,0.4342866764995744,-0.00032540884530325595,None,[508.]
309,309,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:08,6.686317961504169,25.8025,63.8375,0.057141826,101.325,2020-10-21 08:08:00,1236.0,6.741103,6.686317961504169,yes,0.4344096935365335,-0.00032119112266580977,None,[508.]
310,310,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:12,6.685009808704184,25.805,63.5325,0.057141826,101.325,2020-10-21 08:12:00,1240.0,6.698795,6.685009808704184,yes,0.42511641207110773,-0.00031701816691775356,None,[508.]
311,311,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:16,6.6837291176431375,25.8225,63.46,0.057141826,101.325,2020-10-21 08:16:00,1244.0,6.686455,6.6837291176431375,yes,0.41831338978342897,-0.00031289132278907757,None,[508.]
312,312,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:20,6.682476971204024,25.78,63.7325,0.057141826,101.325,2020-10-21 08:20:00,1248.0,6.704083,6.682476971204024,yes,0.4170165676357005,-0.00030881193919451197,None,[508.]
313,313,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:24,6.6812538201483775,25.765,63.735,0.057141826,101.325,2020-10-21 08:24:00,1252.0,6.614178,6.6812538201483775,yes,0.4119703069802971,-0.00030478136743976726,None,[508.]
314,314,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:28,6.680061621826445,25.7675,63.3775,0.057141826,101.325,2020-10-21 08:28:00,1256.0,6.741103,6.680061621826445,yes,0.4025609895263133,-0.0003008009591821911,None,[508.]
315,315,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:32,6.6789011629524015,25.8175,63.4175,0.057141826,101.325,2020-10-21 08:32:00,1260.0,6.698795,6.6789011629524015,yes,0.3965538234067626,-0.0002968720642629348,None,[508.]
316,316,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:36,6.677773138791647,25.7675,63.385,0.057141826,101.325,2020-10-21 08:36:00,1264.0,6.71466,6.677773138791647,yes,0.3921959932742353,-0.00029299602819083444,None,[508.]
317,317,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:40,6.676679552910371,25.86,63.345,0.057141826,101.325,2020-10-21 08:40:00,1268.0,6.672352,6.676679552910371,yes,0.3845322235456657,-0.00028917418957161785,None,[508.]
318,318,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:44,6.675622953742536,25.735,63.6825,0.057141826,101.325,2020-10-21 08:44:00,1272.0,6.660012,6.675622953742536,yes,0.3859152992795345,-0.00028540787719022253,None,[508.]
319,319,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:48,6.67460521298755,25.7275,63.6625,0.057141826,101.325,2020-10-21 08:48:00,1276.0,6.68998,6.67460521298755,yes,0.38086017199691413,-0.0002816984067900202,None,[508.]
320,320,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:52,6.673629310851132,25.72,63.8975,0.057141826,101.325,2020-10-21 08:52:00,1280.0,6.642384,6.673629310851132,yes,0.3785397656888121,-0.0002780470773686277,None,[508.]
321,321,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 08:56,6.672696199710297,25.765,63.3225,0.057141826,101.325,2020-10-21 08:56:00,1284.0,6.647672,6.672696199710297,yes,0.36680637038176106,-0.00027445516714231773,None,[508.]
322,322,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:00,6.67180511961473,25.72,63.6775,0.057141826,101.325,2020-10-21 09:00:00,1288.0,6.656486,6.67180511961473,yes,0.36660812350384725,-0.00027092392906744646,None,[508.]
323,323,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:04,6.67095545223141,25.83,63.815,0.057141826,101.325,2020-10-21 09:04:00,1292.0,6.704083,6.67095545223141,yes,0.3609143670204577,-0.00026745458639644787,None,[508.]
324,324,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:08,6.670145871044895,25.7625,63.8025,0.057141826,101.325,2020-10-21 09:08:00,1296.0,6.649435,6.670145871044895,yes,0.3576306697800605,-0.00026404832822037256,None,[508.]
325,325,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:12,6.669375650423284,25.84,63.545,0.057141826,101.325,2020-10-21 09:12:00,1300.0,6.705846,6.669375650423284,yes,0.3489943186424963,-0.00026070630520895336,None,[508.]
326,326,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:16,6.668643842025334,25.7475,63.73,0.057141826,101.325,2020-10-21 09:16:00,1304.0,6.679403,6.668643842025334,yes,0.34828058617661933,-0.00025742962539573145,None,[508.]
327,327,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:20,6.667950061899362,25.7175,63.6375,0.057141826,101.325,2020-10-21 09:20:00,1308.0,6.675878,6.667950061899362,yes,0.34367668407734914,-0.00025421935013172415,None,[508.]
328,328,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:24,6.667295181873782,25.6975,63.835,0.057141826,101.325,2020-10-21 09:24:00,1312.0,6.638858,6.667295181873782,yes,0.3416888509795989,-0.0002510764900308487,None,[508.]
329,329,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:28,6.666678112894674,25.72,63.68,0.057141826,101.325,2020-10-21 09:28:00,1316.0,6.656486,6.666678112894674,yes,0.33561378915033074,-0.00024800200090507613,None,[508.]
330,330,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:32,6.666096113615034,25.75,63.545,0.057141826,101.325,2020-10-21 09:32:00,1320.0,6.679403,6.666096113615034,yes,0.32972876554639546,-0.000244996779604272,None,[508.]
331,331,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:36,6.665547788074974,25.7125,63.465,0.057141826,101.325,2020-10-21 09:36:00,1324.0,6.649435,6.665547788074974,yes,0.3257928851498246,-0.0002420616601887188,None,[508.]
332,332,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:40,6.665032346080973,25.8125,63.3475,0.057141826,101.325,2020-10-21 09:40:00,1328.0,6.707609,6.665032346080973,yes,0.31899837218332955,-0.00023919741031689412,None,[508.]
333,333,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:44,6.664549522970003,25.7025,63.845,0.057141826,101.325,2020-10-21 09:44:00,1332.0,6.67764,6.664549522970003,yes,0.3217151451999558,-0.00023640472783848277,None,[508.]
334,334,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:48,6.664096757475658,25.7225,64.1175,0.057141826,101.325,2020-10-21 09:48:00,1336.0,6.674115,6.664096757475658,yes,0.32004601903367025,-0.00023368423734458247,None,[508.]
335,335,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:52,6.663669015995676,25.7375,63.505,0.057141826,101.325,2020-10-21 09:52:00,1340.0,6.630044,6.663669015995676,yes,0.3108310891875303,-0.00023103648698912728,None,[508.]
336,336,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 09:56,6.663258952359371,25.7,64.13,0.057141826,101.325,2020-10-21 09:56:00,1344.0,6.638858,6.663258952359371,yes,0.31342307403529257,-0.00022846194576691534,None,[508.]
337,337,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:00,6.662860483575135,25.805,63.685,0.057141826,101.325,2020-10-21 10:00:00,1348.0,6.630044,6.662860483575135,yes,0.30428262627477787,-0.00022596100185858292,None,[508.]
338,338,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:04,6.662468501502815,25.69,64.2,0.057141826,101.325,2020-10-21 10:04:00,1352.0,6.577159,6.662468501502815,yes,0.30744539935303444,-0.00022353396185837747,None,[508.]
339,339,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:08,6.662078050136527,25.7125,63.7575,0.057141826,101.325,2020-10-21 10:08:00,1356.0,6.675878,6.662078050136527,yes,0.3000920357319802,-0.0002211810510200381,None,[508.]
340,340,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:12,6.661683801799894,25.7775,63.84,0.057141826,101.325,2020-10-21 10:12:00,1360.0,6.640621,6.661683801799894,yes,0.29652662573502614,-0.00021890241406130178,None,[508.]
341,341,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:16,6.661281908669159,25.785,63.7575,0.057141826,101.325,2020-10-21 10:16:00,1364.0,6.654724,6.661281908669159,yes,0.2927415717294866,-0.00021669811697101087,None,[508.]
342,342,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:20,6.6608704911403755,25.735,63.8675,0.057141826,101.325,2020-10-21 10:20:00,1368.0,6.663538,6.6608704911403755,yes,0.2916145773340372,-0.00021456814925200336,None,[508.]
343,343,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:24,6.660448245468047,25.74,63.6525,0.057141826,101.325,2020-10-21 10:24:00,1372.0,6.615941,6.660448245468047,yes,0.2870266965945729,-0.00021251242684342583,None,[508.]
344,344,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:28,6.660015355650299,25.7025,63.5,0.057141826,101.325,2020-10-21 10:28:00,1376.0,6.603601,6.660015355650299,yes,0.2837961375852053,-0.00021053079497191705,None,[508.]
345,345,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:32,6.659572412383373,25.9075,63.4325,0.057141826,101.325,2020-10-21 10:32:00,1380.0,6.667063,6.659572412383373,yes,0.2772966896949544,-0.00020862303131798316,None,[508.]
346,346,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:36,6.659122362516372,25.6975,63.8875,0.057141826,101.325,2020-10-21 10:36:00,1384.0,6.67764,6.659122362516372,yes,0.2818271246477164,-0.00020678884882213556,None,[508.]
347,347,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:40,6.65866665122996,25.685,63.3425,0.057141826,101.325,2020-10-21 10:40:00,1388.0,6.610652,6.65866665122996,yes,0.27547814689649214,-0.00020502789837997478,None,[508.]
348,348,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:44,6.6582049869240505,25.675,63.335,0.057141826,101.325,2020-10-21 10:44:00,1392.0,6.667063,6.6582049869240505,yes,0.2733170620738907,-0.00020333977095108054,None,[508.]
349,349,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:48,6.657739923063922,25.7375,63.0775,0.057141826,101.325,2020-10-21 10:48:00,1396.0,6.60889,6.657739923063922,yes,0.26825246246501605,-0.00020172399969232025,None,[508.]
350,350,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:52,6.657275523779545,25.8,63.3075,0.057141826,101.325,2020-10-21 10:52:00,1400.0,6.661775,6.657275523779545,yes,0.26687177613570773,-0.00020018006171683065,None,[508.]
351,351,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 10:56,6.656817215285035,25.9225,62.7675,0.057141826,101.325,2020-10-21 10:56:00,1404.0,6.614178,6.656817215285035,yes,0.25916811467297585,-0.00019870737941015995,None,[508.]
352,352,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:00,6.656371361450233,26.0275,63.2225,0.057141826,101.325,2020-10-21 11:00:00,1408.0,6.67764,6.656371361450233,yes,0.25889999041748224,-0.0001973053208248702,None,[508.]
353,353,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:04,6.655942676774009,26.12,62.785,0.057141826,101.325,2020-10-21 11:04:00,1412.0,6.652961,6.655942676774009,yes,0.2527345596003167,-0.00019597319917926445,None,[508.]
354,354,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:08,6.655534588871786,26.17,62.1575,0.057141826,101.325,2020-10-21 11:08:00,1416.0,6.695269,6.655534588871786,yes,0.24620909125755117,-0.00019471027135758176,None,[508.]
355,355,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:12,6.6551506822783235,26.215,62.085,0.057141826,101.325,2020-10-21 11:12:00,1420.0,6.508408,6.6551506822783235,yes,0.24357843400038778,-0.00019351573575954528,None,[508.]
356,356,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:16,6.654793413380816,26.3175,62.3175,0.057141826,101.325,2020-10-21 11:16:00,1424.0,6.682929,6.654793413380816,yes,0.2421750879646593,-0.00019238872951792034,None,[508.]
357,357,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:20,6.6544643076954575,26.2225,61.9725,0.057141826,101.325,2020-10-21 11:20:00,1428.0,6.675878,6.6544643076954575,yes,0.24000570689456066,-0.0001913283251938704,None,[508.]
358,358,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:24,6.654164008902687,26.3075,61.76,0.057141826,101.325,2020-10-21 11:24:00,1432.0,6.704083,6.654164008902687,yes,0.23623531945597373,-0.0001903335271147132,None,[508.]
359,359,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:28,6.653892471205989,26.2175,61.89,0.057141826,101.325,2020-10-21 11:28:00,1436.0,6.68998,6.653892471205989,yes,0.23714698858922706,-0.00018940326749959402,None,[508.]
360,360,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:32,6.653647402575283,26.18,62.0525,0.057141826,101.325,2020-10-21 11:32:00,1440.0,6.654724,6.653647402575283,yes,0.23760138048240756,-0.00018853640249723175,None,[508.]
361,361,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:36,6.653424575146666,26.1625,62.1375,0.057141826,101.325,2020-10-21 11:36:00,1444.0,6.693506,6.653424575146666,yes,0.23736517300121573,-0.0001877317083594848,None,[508.]
362,362,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:40,6.653217764823554,26.2125,62.1475,0.057141826,101.325,2020-10-21 11:40:00,1448.0,6.674115,6.653217764823554,yes,0.23578545339505744,-0.0001869878780962052,None,[508.]
363,363,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:44,6.653020075567512,26.2375,62.0875,0.057141826,101.325,2020-10-21 11:44:00,1452.0,6.663538,6.653020075567512,yes,0.23420257725793328,-0.0001863035189323428,None,[508.]
364,364,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:48,6.652824619075816,26.175,62.075,0.057141826,101.325,2020-10-21 11:48:00,1456.0,6.688217,6.652824619075816,yes,0.23420644897991838,-0.00018567715076002765,None,[508.]
365,365,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:52,6.652625966341456,26.345,62.04,0.057141826,101.325,2020-10-21 11:52:00,1460.0,6.610652,6.652625966341456,yes,0.2309285471528926,-0.0001851072056901885,None,[508.]
366,366,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 11:56,6.652418922997025,26.2075,62.3325,0.057141826,101.325,2020-10-21 11:56:00,1464.0,6.633569,6.652418922997025,yes,0.23397707097476036,-0.00018459202850103443,None,[508.]
367,367,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 12:00,6.6521972010689385,26.3575,62.205,0.057141826,101.325,2020-10-21 12:00:00,1468.0,6.70232,6.6521972010689385,yes,0.2305409994902597,-0.0001841298779787535,None,[508.]
368,368,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 12:04,6.65195196987972,26.4225,62.2925,0.057141826,101.325,2020-10-21 12:04:00,1472.0,6.686455,6.65195196987972,yes,0.22967261552529128,-0.0001837189290269923,None,[508.]
369,369,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 12:08,6.651672929658117,26.33,61.8425,0.057141826,101.325,2020-10-21 12:08:00,1476.0,6.645909,6.651672929658117,yes,0.22776420493669605,-0.00018335727610875756,None,[508.]
370,370,branch_vs_leaf_4,B22_LITU_BL_09,21/10/2020 12:12,6.65135072415168,26.3225,61.9975,0.057141826,101.325,2020-10-21 12:12:00,1480.0,6.635332,6.65135072415168,yes,0.22840280313556816,-0.00018304293796988098,None,[508.]
