time_min,LituBD5_mass,LituLD2_mass,LituBL2t_mass,LituLL21_mass
2512,5.3245,1.5455,3.938332777,
2516,5.3427,1.5624,4.031639047,
2520,5.3063,1.5617,3.848892287,
2524,5.3245,1.5528,3.80654417,
2528,5.3245,1.5515,3.80654417,
2532,5.2882,1.5532,3.932182697,
2536,5.3063,1.5064,3.841512041,
2540,5.3063,1.6043,3.866815555,
2544,5.2519,1.5171,3.958716001,
2548,5.2882,1.5359,3.92040951,
2552,5.2882,1.5340,3.842390705,
2556,5.2337,1.6234,4.073811507,
2560,5.3063,1.5294,3.790026727,
2564,5.2700,1.5261,3.878237239,
2568,5.2882,1.5283,4.004754241,
2572,5.2519,1.5221,3.851879404,
2576,5.3427,1.5418,3.808828469,
2580,5.3063,1.5257,3.843972186,
2584,5.3063,1.5619,3.846432142,
2588,5.3427,1.5261,3.756288835,
2592,5.2337,1.5202,3.85205525,
2596,5.2882,1.5018,3.878061393,
2600,5.3063,1.5569,3.938332777,
2604,5.3063,1.5147,3.812342935,
2608,5.3245,1.5567,3.826927394,
2612,5.2519,1.5128,3.878061393,
2616,5.3063,1.5407,3.865936891,
2620,5.2882,1.5333,3.87103265,
2624,5.3245,1.5785,3.857502512,
2628,5.2700,1.5563,3.949578804,
2632,5.2519,1.5578,3.974706472,
2636,5.2156,1.5764,3.841336384,
2640,5.3063,1.5366,3.892118879,
2644,5.2882,1.5235,3.878764399,
2648,5.2700,1.5316,3.813045753,
2652,5.3063,1.4845,3.86488257,
2656,5.2156,1.5289,3.949754461,
2660,5.2519,1.5104,3.848189281,
2664,5.2519,1.5235,3.873317137,
2668,5.3063,1.5044,3.803381208,
2672,5.3063,1.5491,3.829563196,
2676,5.2882,1.5759,3.915840912,
2680,5.2700,1.5031,3.827278897,
2684,5.2882,1.5490,3.832023341,
2688,5.2519,1.5775,3.83430764,
2692,5.3063,1.5493,3.744867151,
2696,5.3063,1.4933,3.812518593,
2700,5.2882,1.5265,3.932358355,
2704,5.2700,1.4948,3.915489408,
2708,5.3245,1.5283,3.890186084,
2712,5.2519,1.5143,3.881575859,
2716,5.1611,1.5550,3.865058227,
2720,5.2882,1.5591,3.909339329,
2724,5.2882,1.4972,3.91092081,
2728,5.2519,1.5036,3.795473989,
2732,5.3063,1.5259,3.842917865,
2736,5.1974,1.5355,3.905122045,
2740,5.3063,1.5420,4.005632716,
2744,5.2700,1.5300,3.848189281,
2748,5.2156,1.5191,3.855745185,
2752,5.2882,1.4692,3.882103019,
2756,5.2882,1.5230,3.823940277,
2760,5.2519,1.5246,,
2764,5.2882,1.4961,,
2768,5.2700,1.5167,,
2772,5.2337,1.6024,,
2776,5.2156,1.5449,,
2780,5.2337,1.5351,,
2784,5.2700,1.4950,,
2788,5.2519,1.4762,,
2792,5.2882,1.6190,,
2796,5.2700,1.4924,,
2800,5.2337,1.5339,,
2804,5.2882,1.6446,,
2808,5.3063,1.5340,,
2812,5.2700,1.5305,,
2816,5.2700,1.5224,,
2820,5.2882,1.5283,,
2824,5.2700,1.4974,,
2828,5.2337,1.4858,,
2832,5.2337,1.5351,,
2836,5.1430,1.5269,,
2840,5.2337,1.5173,,
2844,5.2882,1.4944,,
2848,5.3427,1.5604,,
2852,5.3063,1.4520,,
2856,5.2519,1.5151,,
2860,5.2519,1.5145,,
2864,5.2519,1.5377,,
2868,5.2519,1.5029,,
2872,5.2882,1.5060,,
2876,5.2519,1.5456,,
2880,5.2156,1.5716,,
2884,5.2519,1.5141,,
2888,5.1793,1.5267,,
2892,5.2337,1.5125,,
2896,5.2337,1.5650,,
2900,5.2700,1.5324,,
2904,5.2519,1.5213,,
2908,5.1974,1.4585,,
2912,5.2156,1.5608,,
2916,5.2337,1.5224,,
2920,5.2519,1.5235,,
2924,5.2700,1.5160,,
2928,5.2156,1.5375,,
2932,5.2156,1.5766,,
2936,5.2337,1.5425,,
2940,5.2882,1.4963,,
2944,5.2700,1.4994,,
2948,5.2519,1.5339,,
2952,5.2700,1.5081,,
2956,5.2519,1.5764,,
2960,5.3245,1.5233,,
2964,5.2519,1.4795,,
2968,5.2519,1.4448,,
2972,5.2337,1.4859,,
2976,5.2519,1.4957,,
2980,5.2337,1.5538,,
2984,5.2700,1.5436,,
2988,5.2519,1.4721,,
2992,5.2337,1.4929,,
2996,5.2519,1.6090,,
3000,5.2519,1.5099,,
3004,5.2337,1.4944,,
3008,5.2700,1.5210,,
3012,5.2700,1.5331,,
3016,5.2337,1.5092,,
3020,5.2156,1.4845,,
3024,5.2156,1.5141,,
3028,5.2156,1.5197,,
3032,5.3063,1.5340,,
3036,5.1611,1.4659,,
3040,5.2337,1.5014,,
3044,5.2337,1.5514,,
3048,5.2337,1.4660,,
3052,5.2519,1.5189,,
3056,5.2156,1.4454,,
3060,5.2337,1.5375,,
3064,5.2700,1.5254,,
3068,5.2519,1.5003,,
3072,5.2156,1.4988,,
3076,5.2156,1.5053,,
3080,5.2156,1.5414,,
3084,5.2882,1.4900,,
3088,5.2519,1.5700,,
3092,5.2337,1.5189,,
3096,5.2337,1.5077,,
3100,5.2337,1.5407,,
3104,5.2700,1.5827,,
3108,5.2337,1.5057,,
3112,5.1974,1.4889,,
3116,5.2337,1.4631,,
3120,5.2156,1.5322,,
3124,5.2156,1.5545,,
3128,5.2156,1.4970,,
3132,5.2519,1.5239,,
3136,5.2337,1.4841,,
3140,5.2156,1.4872,,
3144,5.2519,1.5786,,
3148,5.1793,1.4922,,
3152,5.2337,1.4922,,
3156,5.2337,1.5667,,
3160,5.2337,1.5326,,
3164,5.2156,1.4260,,
3168,5.2700,1.5219,,
3172,5.2156,1.5062,,
3176,5.1793,1.4789,,
3180,5.2156,1.4517,,
3184,5.2337,1.5600,,
3188,5.2337,1.5254,,
3192,5.2156,1.5053,,
3196,5.2700,1.5110,,
3200,5.2156,1.5047,,
3204,5.1974,1.4789,,
3208,5.1974,1.4426,,
3212,5.1793,1.5436,,
3216,5.1793,1.4905,,
3220,5.2156,1.4716,,
3224,5.2156,1.5077,,
3228,5.2337,1.4981,,
3232,5.1793,1.4813,,
3236,5.1974,1.5418,,
3240,5.2156,1.4791,,
3244,5.2519,1.4889,,
3248,5.2156,1.4786,,
3252,5.2156,1.5152,,
3256,5.2519,1.5313,,
3260,5.2156,1.5591,,
3264,5.2156,1.5132,,
3268,5.2156,1.5116,,
3272,5.2519,1.5210,,
3276,5.1793,1.4732,,
3280,5.1793,1.5466,,
3284,5.1430,1.5233,,
3288,5.2156,1.4682,,
3292,5.2337,1.5066,,
3296,5.1974,1.5034,,
3300,5.1611,1.5210,,
3304,5.2337,1.4701,,
3308,5.2337,1.5197,,
3312,5.2337,1.4859,,
3316,5.1793,1.5184,,
3320,5.1248,1.5366,,
3324,5.2156,1.4791,,
3328,5.1793,1.4815,,
3332,5.2337,1.4893,,
3336,5.2337,1.5064,,
3340,5.1974,1.5383,,
3344,5.1974,1.4953,,
3348,5.2337,1.5093,,
3352,5.2156,1.5283,,
3356,5.2156,1.5082,,
3360,5.0885,1.5051,,
3364,5.2156,1.4447,,
3368,5.2337,1.5149,,
3372,5.2156,1.4517,,
3376,5.1793,1.5029,,
3380,5.2519,1.4841,,
3384,5.2519,1.5368,,
3388,5.1066,1.4975,,
3392,5.1974,1.4611,,
3396,5.1974,1.4695,,
3400,5.1974,1.5025,,
3404,5.1793,1.5187,,
3408,5.1974,1.5668,,
3412,5.1611,1.5355,,
3416,5.2156,1.4959,,
3420,5.2156,1.5267,,
3424,5.1611,1.4662,,
3428,5.1793,1.5619,,
3432,5.2156,1.4939,,
3436,5.2519,1.5442,,
3440,5.1974,1.4992,,
3444,5.1974,1.4905,,
3448,5.1793,1.4928,,
3452,5.2156,1.5127,,
3456,5.1974,1.4990,,
3460,5.1430,1.4705,,
3464,5.1793,1.4922,,
3468,5.1974,1.5296,,
3472,5.2156,1.4725,,
3476,5.1793,1.5044,,
3480,5.1611,1.5392,,
3484,5.2337,1.4784,,
3488,5.1974,1.4778,,
3492,5.1974,1.5066,,
3496,5.1974,1.4996,,
3500,5.1974,1.4791,,
3504,5.1611,1.5316,,
3508,5.2519,1.5197,,
3512,5.2156,1.4104,,
3516,5.1974,1.5340,,
3520,5.2337,1.4872,,
3524,5.1974,1.5027,,
3528,5.1430,1.5245,,
3532,5.1793,1.5116,,
3536,5.2156,1.5471,,
3540,5.1974,1.4594,,
3544,5.1974,1.5272,,
3548,5.1974,1.4928,,
3552,5.1974,1.5184,,
3556,5.2337,1.5263,,
3560,5.1793,1.4797,,
3564,5.1974,1.4955,,
3568,5.2337,1.5772,,
3572,5.2337,1.4386,,
3576,5.2519,1.4588,,
3580,5.1974,1.4994,,
3584,5.1611,1.4902,,
3588,5.2519,1.5344,,
3592,5.1974,1.5619,,
3596,5.1248,1.5121,,
3600,5.2337,1.4874,,
3604,5.1974,1.4889,,
3608,5.2156,1.5027,,
3612,5.1611,1.4546,,
3616,5.1974,1.5130,,
3620,5.1793,1.4531,,
3624,5.2337,1.4845,,
3628,5.1793,1.4788,,
3632,5.1793,1.5281,,
3636,5.1793,1.5154,,
3640,5.2156,1.4741,,
3644,5.1793,1.4281,,
3648,5.1611,1.4552,,
3652,5.1611,1.5204,,
3656,5.1430,1.5237,,
3660,5.1793,1.5075,,
3664,5.1793,1.4863,,
3668,5.1793,1.5663,,
3672,5.1974,1.4778,,
3676,5.1974,1.5014,,
3680,5.1974,1.5316,,
3684,5.1793,1.5259,,
3688,5.1793,1.4659,,
3692,5.1793,1.4843,,
3696,5.1430,1.4673,,
3700,5.1611,1.4751,,
3704,5.1793,1.4900,,
3708,5.1974,1.5081,,
3712,5.1974,1.5267,,
3716,5.1793,1.5103,,
3720,5.2337,1.4769,,
3724,5.1430,1.4782,,
3728,5.1793,1.5171,,
3732,5.1611,1.5116,,
3736,5.1793,1.3752,,
3740,5.2156,1.4841,,
3744,5.1793,1.4583,,
3748,5.1793,1.4904,,
3752,5.1430,1.4940,,
3756,5.1793,1.5173,,
3760,5.1611,1.5178,,
3764,5.2337,1.5434,,
3768,5.1793,1.4791,,
3772,5.1793,1.5046,,
3776,5.0885,1.5110,,
3780,5.1793,1.5221,,
3784,5.1974,1.4338,,
3788,5.1793,1.5587,,
3792,5.1974,1.4950,,
3796,5.1611,1.4918,,
3800,5.1974,1.5066,,
3804,5.1974,1.4905,,
3808,5.1974,1.4942,,
3812,5.1430,1.4542,,
3816,5.1430,1.5169,,
3820,5.1430,1.4775,,
3824,5.1974,1.5020,,
3828,5.1066,1.4811,,
3832,5.1974,1.5838,,
3836,5.1793,1.4636,,
3840,5.2156,1.4780,,
3844,5.1430,1.4804,,
3848,5.1974,1.4845,,
3852,5.1793,1.5014,,
3856,5.1611,1.4861,,
3860,5.1793,1.5180,,
3864,5.1611,1.5633,,
3868,5.1793,1.4616,,
3872,5.1248,1.4977,,
3876,5.2156,1.4966,,
3880,5.1611,1.4988,,
3884,5.1793,1.5016,,
3888,5.1793,1.5530,,
3892,5.1430,1.5385,,
3896,5.1793,1.5132,,
3900,5.1611,1.4716,,
3904,5.1248,1.4924,,
3908,5.1430,1.5224,,
3912,5.1611,1.5359,,
3916,5.1611,1.5576,,
3920,5.2156,1.4891,,
3924,5.1793,1.4443,,
3928,5.1248,1.5022,,
3932,5.1611,1.5431,,
3936,5.1248,1.4852,,
3940,5.1430,1.5385,,
3944,5.1430,1.5761,,
3948,5.1793,1.5585,,
3952,5.1793,1.4775,,
3956,5.2156,1.4859,,
3960,5.1430,1.4730,,
3964,5.1611,1.4894,,
3968,5.1066,1.5210,,
3972,5.1793,1.4474,,
3976,5.1793,1.4900,,
3980,5.1793,1.4950,,
3984,5.1793,1.5169,,
3988,5.0885,1.4998,,
3992,5.1793,1.4408,,
3996,5.2156,1.5407,,
4000,5.1793,1.4765,,
4004,5.1430,1.5232,,
4008,5.1793,1.4616,,
4012,5.1793,1.4297,,
4016,5.2337,1.4972,,
4020,5.1066,1.5337,,
4024,5.1793,1.4858,,
4028,5.1248,1.4605,,
4032,5.1793,1.4808,,
4036,5.1611,1.5261,,
4040,5.1430,1.5156,,
4044,5.1974,1.4788,,
4048,5.1611,1.4854,,
4052,5.1793,1.4832,,
4056,5.1430,1.5128,,
4060,5.1430,1.5656,,
4064,5.1611,1.5333,,
4068,5.1248,1.5119,,
4072,5.1793,1.4734,,
4076,5.1248,1.5285,,
4080,5.1430,1.4701,,
4084,5.1793,1.4670,,
4088,5.1430,1.5147,,
4092,5.1611,1.4618,,
4096,5.1611,1.4415,,
4100,5.1248,1.4821,,
4104,5.1430,1.4205,,
4108,5.1611,1.5046,,
4112,5.1793,1.5799,,
4116,5.1611,1.4878,,
4120,5.1430,1.5165,,
4124,5.2156,1.4977,,
4128,5.1430,1.5071,,
4132,5.1793,1.5042,,
4136,5.1066,1.5005,,
4140,5.1611,1.4861,,
4144,5.1248,1.5149,,
4148,5.1611,1.4834,,
4152,5.1248,1.5095,,
4156,5.1248,1.5119,,
4160,5.1066,1.4900,,
4164,5.1611,1.4688,,
4168,5.1430,1.4974,,
4172,5.1793,1.5099,,
4176,5.1066,1.4865,,
4180,5.1793,1.5101,,
4184,5.0885,1.4913,,
4188,5.1248,1.4096,,
4192,5.1430,1.5110,,
4196,5.1430,1.4572,,
4200,5.1248,1.4559,,
4204,5.1793,1.4413,,
4208,5.1430,1.5469,,
4212,5.1611,1.4646,,
4216,5.1430,1.4821,,
4220,5.1611,1.4270,,
4224,5.1793,1.5044,,
4228,5.1066,1.4985,,
4232,5.1793,1.5057,,
4236,5.1611,1.5388,,
4240,5.1793,1.4852,,
4244,5.1611,1.4480,,
4248,5.1611,1.5001,,
4252,5.1248,1.4998,,
4256,5.0885,1.4096,,
4260,5.1066,1.4891,,
4264,5.1066,1.5042,,
4268,5.1793,1.4955,,
4272,5.1248,1.5152,,
4276,5.1066,1.4609,,
4280,5.1430,1.4797,,
4284,5.1248,1.4867,,
4288,5.1430,1.4869,,
4292,5.1611,1.5049,,
4296,5.1611,1.5101,,
4300,5.1066,1.5003,,
4304,5.1611,1.4887,,
4308,5.1430,1.5066,,
4312,5.1248,1.5241,,
4316,5.1248,1.4867,,
4320,5.1248,1.5022,,
4324,5.0885,1.5066,,
4328,5.1248,1.5256,,
4332,5.1066,1.4789,,
4336,5.1611,1.4854,,
4340,5.1430,1.4946,,
4344,5.1248,1.4603,,
4348,5.0703,1.4858,,
4352,5.1248,1.4896,,
4356,5.1248,1.4953,,
4360,5.1430,1.4867,,
4364,5.0703,1.4736,,
4368,5.1248,1.5143,,
4372,5.1248,1.4714,,
4376,5.1248,1.5093,,
4380,5.1066,1.5160,,
4384,5.1430,1.4782,,
4388,5.1430,1.4806,,
4392,5.1066,1.4646,,
4396,5.1248,1.5079,,
4400,5.1611,1.4465,,
4404,5.1430,1.4301,,
4408,5.1248,1.4552,,
4412,5.1066,1.5097,,
4416,5.1066,1.4797,,
4420,5.1066,1.4823,,
4424,5.1611,1.4590,,
4428,5.1248,1.4625,,
4432,5.1066,1.5092,,
4436,5.1793,1.5058,,
4440,5.1066,1.4598,,
4444,5.1430,1.5141,,
4448,5.1248,1.4749,,
4452,5.1611,1.4627,,
4456,5.1066,1.5237,,
4460,5.0885,1.4719,,
4464,5.1248,1.4924,,
4468,5.1611,1.4747,,
4472,5.0885,1.4839,,
4476,5.1430,1.4155,,
4480,5.1430,1.4524,,
4484,5.1248,1.4955,,
4488,5.1430,1.4419,,
4492,5.1066,1.5495,,
4496,5.0885,1.4566,,
4500,5.0885,1.5265,,
4504,5.1248,1.4867,,
4508,5.0703,1.5031,,
4512,5.1430,1.5016,,
4516,5.1248,,,
4520,5.0703,,,
4524,5.1066,,,
